DEMO	DEMO	DE0419020	2019-04-01	22125,39	0	2019-04-06
2534	004B	0618534008	2018-06-01	23.69	0	2018-07-05
2534	004B	0718534008	2018-07-01	53.66	0	2018-08-04
2534	004B	0818534008	2018-08-01	280.43	0	2018-09-03
2534	004B	0918534008	2018-09-01	753.4	0	2018-10-05
2534	004B	0318534008	2018-03-01	9.73	0	2018-04-07
2534	004B	0418534008	2018-04-01	9.35	0	2018-05-08
2534	004B	0518534008	2018-05-01	15.77	0	2018-06-07
2534	004B	0119534008	2019-01-01	7298.5	0	2019-02-11
2534	004B	0219534008	2019-02-01	10057.03	0	2019-03-01
2534	004B	0319534008	2019-03-01	13607.03	0	2019-04-11
2534	005A	0918534009	2018-09-01	747.3	0	2018-10-05
2534	005A	1018534009	2018-10-01	1050.48	0	2018-11-01
2534	005A	1118534009	2018-11-01	1297.64	0	2018-12-04
2534	005A	1218534009	2018-12-01	1658.06	0	2018-12-18
2534	005A	0818534009	2018-08-01	278.51	8.97	2018-09-03
2534	005A	0119534009	2019-01-01	7296.44	0	2019-02-11
2534	005A	0219534009	2019-02-01	10054.97	0	2019-03-01
2534	005A	0319534009	2019-03-01	13604.97	0	2019-04-11
2534	005B	0219534010	2019-02-01	9872.51	0	2019-03-01
2534	005B	0319534010	2019-03-01	13274.42	0	2019-04-11
2534	006A	0918534011	2018-09-01	840.7	0	2018-10-05
2534	006A	1018534011	2018-10-01	1191.54	0	2018-11-01
2534	006A	1118534011	2018-11-01	1450.35	0	2018-12-04
2534	006A	1218534011	2018-12-01	1852.53	0	2018-12-18
2534	006A	0712534011	2012-07-01	0.01	0	2012-08-03
2534	006A	0812534011	2012-08-01	0.01	0	2012-08-31
2534	006A	0912534011	2012-09-01	0.01	0	2012-10-02
2534	006A	1012534011	2012-10-01	0.01	0	2012-11-02
2534	006A	1112534011	2012-11-01	0.02	0	2012-11-30
2534	006A	1212534011	2012-12-01	0.01	0	2012-12-12
2534	006A	0113534011	2013-01-01	0.01	0	2013-01-31
2534	006A	0213534011	2013-02-01	0.01	0	2013-03-04
2534	006A	0313534011	2013-03-01	0.01	0	2013-04-04
2534	006A	0413534011	2013-04-01	0.01	0	2013-05-03
2534	006A	0513534011	2013-05-01	0.01	0	2013-05-30
2534	006A	0613534011	2013-06-01	0.02	0	2013-07-02
2534	006A	0713534011	2013-07-01	0.01	0	2013-08-01
2534	006A	0813534011	2013-08-01	0.01	0	2013-08-29
2534	006A	0913534011	2013-09-01	0.01	0	2013-10-02
2534	006A	1013534011	2013-10-01	0.02	0	2013-11-07
2534	006A	1113534011	2013-11-01	0.02	0	2013-11-28
2534	006A	1213534011	2013-12-01	0.01	0	2013-12-13
2534	006A	0114534011	2014-01-01	0.02	0	2014-01-31
2534	006A	0214534011	2014-02-01	0.02	0	2014-03-05
2534	006A	0314534011	2014-03-01	0.05	0	2014-03-31
2534	006A	0414534011	2014-04-01	0.03	0	2014-05-02
2534	006A	0514534011	2014-05-01	0.02	0	2014-06-09
2534	006A	0614534011	2014-06-01	0.02	0	2014-06-30
2534	006A	0714534011	2014-07-01	0.02	0	2014-07-31
2534	006A	0814534011	2014-08-01	0.02	0	2014-08-29
2534	006A	0914534011	2014-09-01	0.02	0	2014-09-30
2534	006A	1014534011	2014-10-01	0.04	0	2014-10-31
2534	006A	1114534011	2014-11-01	0.05	0	2014-12-03
2534	006A	1214534011	2014-12-01	0.03	0	2014-12-11
2534	006A	0115534011	2015-01-01	0.03	0	2015-02-03
2534	006A	0215534011	2015-02-01	0.04	0	2015-03-05
2534	006A	0315534011	2015-03-01	0.05	0	2015-03-30
2534	006A	0415534011	2015-04-01	0.05	0	2015-05-04
2534	006A	0515534011	2015-05-01	0.05	0	2015-06-03
2534	006A	0615534011	2015-06-01	0.07	0	2015-07-09
2534	006A	0715534011	2015-07-01	0.08	0	2015-08-03
2534	006A	0815534011	2015-08-01	0.06	0	2015-09-02
2534	006A	0915534011	2015-09-01	0.05	0	2015-09-30
2534	006A	1015534011	2015-10-01	0.1	0	2015-11-06
2534	006A	1115534011	2015-11-01	0.1	0	2015-11-27
2534	006A	1215534011	2015-12-01	0.06	0	2015-12-15
2534	006A	0116534011	2016-01-01	0.07	0	2016-02-01
2534	006A	0216534011	2016-02-01	0.07	0	2016-03-01
2534	006A	0316534011	2016-03-01	0.09	0	2016-04-05
2534	006A	0416534011	2016-04-01	0.1	0	2016-05-04
2534	006A	0516534011	2016-05-01	0.16	0	2016-06-03
2534	006A	0616534011	2016-06-01	0.09	0	2016-07-07
2534	006A	0716534011	2016-07-01	0.13	0	2016-08-04
2534	006A	0816534011	2016-08-01	0.16	0	2016-09-06
2534	006A	0916534011	2016-09-01	0.16	0	2016-10-07
2534	006A	1016534011	2016-10-01	0.65	0	2016-11-10
2534	006A	1116534011	2016-11-01	0.44	0	2016-12-08
2534	006A	1216534011	2016-12-01	0.22	0	2016-12-16
2534	006A	0117534011	2017-01-01	0.25	0	2017-02-02
2534	006A	0217534011	2017-02-01	0.3	0	2017-03-02
2534	006A	0317534011	2017-03-01	0.82	0	2017-03-30
2534	006A	0417534011	2017-04-01	0.49	0	2017-04-27
2534	006A	0517534011	2017-05-01	0.59	0	2017-06-02
2534	006A	0917534011	2017-09-01	1.66	0	2017-10-04
2534	006A	1017534011	2017-10-01	2.01	0	2017-11-03
2534	006A	0617534011	2017-06-01	0.73	0	2017-07-04
2534	006A	0717534011	2017-07-01	1	0	2017-08-04
2534	006A	0817534011	2017-08-01	0.75	0	2017-09-01
2534	006A	1117534011	2017-11-01	2	0	2017-12-06
2534	006A	1217534011	2017-12-01	1.44	0	2017-12-14
2534	006A	0118534011	2018-01-01	2.62	0	2018-02-06
2534	006A	0218534011	2018-02-01	4.86	0	2018-03-06
2534	006A	0618534011	2018-06-01	26.43	0	2018-07-05
2534	006A	0718534011	2018-07-01	59.87	0	2018-08-04
2534	006A	0818534011	2018-08-01	312.91	0	2018-09-03
2534	006A	0318534011	2018-03-01	10.84	0	2018-04-07
2534	006A	0418534011	2018-04-01	10.42	0	2018-05-08
2534	006A	0518534011	2018-05-01	17.58	0	2018-06-07
2534	006A	0119534011	2019-01-01	8144.44	0	2019-02-11
2534	006A	0219534011	2019-02-01	11222.7	0	2019-03-01
2534	006A	0319534011	2019-03-01	15184.18	0	2019-04-11
2534	006B	0918534012	2018-09-01	840.7	0	2018-10-05
2534	006B	1018534012	2018-10-01	1191.54	0	2018-11-01
2534	006B	1118534012	2018-11-01	1450.35	0	2018-12-04
2534	006B	1218534012	2018-12-01	1852.53	0	2018-12-18
2534	006B	0212534012	2012-02-01	0.01	0	2012-03-07
2534	006B	0312534012	2012-03-01	0.01	0	2012-03-30
2534	006B	0412534012	2012-04-01	0.01	0	2012-05-04
2534	006B	0512534012	2012-05-01	0.01	0	2012-05-30
2534	006B	0612534012	2012-06-01	0.01	0	2012-07-04
2534	006B	0712534012	2012-07-01	0.01	0	2012-08-03
2534	006B	0812534012	2012-08-01	0.01	0	2012-08-31
2534	006B	0912534012	2012-09-01	0.01	0	2012-10-02
2534	006B	1012534012	2012-10-01	0.01	0	2012-11-02
2534	006B	1112534012	2012-11-01	0.02	0	2012-11-30
2534	006B	1212534012	2012-12-01	0.01	0	2012-12-12
2534	006B	0113534012	2013-01-01	0.01	0	2013-01-31
2534	006B	0213534012	2013-02-01	0.01	0	2013-03-04
2534	006B	0313534012	2013-03-01	0.01	0	2013-04-04
2534	006B	0413534012	2013-04-01	0.01	0	2013-05-03
2534	006B	0513534012	2013-05-01	0.01	0	2013-05-30
2534	006B	0613534012	2013-06-01	0.02	0	2013-07-02
2534	006B	0713534012	2013-07-01	0.01	0	2013-08-01
2534	006B	0813534012	2013-08-01	0.01	0	2013-08-29
2534	006B	0913534012	2013-09-01	0.01	0	2013-10-02
2534	006B	1013534012	2013-10-01	0.02	0	2013-11-07
2534	006B	1113534012	2013-11-01	0.02	0	2013-11-28
2534	006B	1213534012	2013-12-01	0.01	0	2013-12-13
2534	006B	0114534012	2014-01-01	0.02	0	2014-01-31
2534	006B	0214534012	2014-02-01	0.02	0	2014-03-05
2534	006B	0314534012	2014-03-01	0.05	0	2014-03-31
2534	006B	0414534012	2014-04-01	0.03	0	2014-05-02
2534	006B	0514534012	2014-05-01	0.03	0	2014-06-09
2534	006B	0614534012	2014-06-01	0.02	0	2014-06-30
2534	006B	0714534012	2014-07-01	0.03	0	2014-07-31
2534	006B	0814534012	2014-08-01	0.03	0	2014-08-29
2534	006B	0914534012	2014-09-01	0.03	0	2014-09-30
2534	006B	1014534012	2014-10-01	0.04	0	2014-10-31
2534	006B	1114534012	2014-11-01	0.05	0	2014-12-03
2534	006B	1214534012	2014-12-01	0.03	0	2014-12-11
2534	006B	0115534012	2015-01-01	0.03	0	2015-02-03
2534	006B	0215534012	2015-02-01	0.04	0	2015-03-05
2534	006B	0315534012	2015-03-01	0.05	0	2015-03-30
2534	006B	0415534012	2015-04-01	0.05	0	2015-05-04
2534	006B	0515534012	2015-05-01	0.05	0	2015-06-03
2534	006B	0615534012	2015-06-01	0.07	0	2015-07-09
2534	006B	0715534012	2015-07-01	0.08	0	2015-08-03
2534	006B	0815534012	2015-08-01	0.07	0	2015-09-02
2534	006B	0915534012	2015-09-01	0.05	0	2015-09-30
2534	006B	1015534012	2015-10-01	0.1	0	2015-11-06
2534	006B	1115534012	2015-11-01	0.11	0	2015-11-27
2534	006B	1215534012	2015-12-01	0.06	0	2015-12-15
2534	006B	0116534012	2016-01-01	0.07	0	2016-02-01
2534	006B	0216534012	2016-02-01	0.07	0	2016-03-01
2534	006B	0316534012	2016-03-01	0.1	0	2016-04-05
2534	006B	0416534012	2016-04-01	0.1	0	2016-05-04
2534	006B	0516534012	2016-05-01	0.16	0	2016-06-03
2534	006B	0616534012	2016-06-01	0.1	0	2016-07-07
2534	006B	0716534012	2016-07-01	0.13	0	2016-08-04
2534	006B	0816534012	2016-08-01	0.16	0	2016-09-06
2534	006B	0916534012	2016-09-01	0.16	0	2016-10-07
2534	006B	1016534012	2016-10-01	0.65	0	2016-11-10
2534	006B	1116534012	2016-11-01	0.44	0	2016-12-08
2534	006B	1216534012	2016-12-01	0.22	0	2016-12-16
2534	006B	0911534012	2011-09-01	0.01	0	2011-10-06
2534	006B	1011534012	2011-10-01	0.01	0	2011-11-04
2534	006B	1111534012	2011-11-01	0.01	0	2011-12-02
2534	006B	1211534012	2011-12-01	0.01	0	2011-12-19
2534	006B	0112534012	2012-01-01	0.01	0	2012-02-09
2534	006B	0117534012	2017-01-01	0.25	0	2017-02-02
2534	006B	0217534012	2017-02-01	0.3	0	2017-03-02
2534	006B	0317534012	2017-03-01	0.82	0	2017-03-30
2534	006B	0417534012	2017-04-01	0.49	0	2017-04-27
2534	006B	0517534012	2017-05-01	0.59	0	2017-06-02
2534	006B	0917534012	2017-09-01	1.66	0	2017-10-04
2534	006B	1017534012	2017-10-01	2.01	0	2017-11-03
2534	006B	0617534012	2017-06-01	0.73	0	2017-07-04
2534	006B	0717534012	2017-07-01	1	0	2017-08-04
2534	006B	0817534012	2017-08-01	0.75	0	2017-09-01
2534	006B	1117534012	2017-11-01	2	0	2017-12-06
2534	006B	1217534012	2017-12-01	1.44	0	2017-12-14
2534	006B	0118534012	2018-01-01	2.62	0	2018-02-06
2534	006B	0218534012	2018-02-01	4.86	0	2018-03-06
2534	006B	0618534012	2018-06-01	26.43	0	2018-07-05
2534	006B	0718534012	2018-07-01	59.87	0	2018-08-04
2534	006B	0818534012	2018-08-01	312.91	0	2018-09-03
2534	006B	0318534012	2018-03-01	10.85	0	2018-04-07
2534	006B	0418534012	2018-04-01	10.42	0	2018-05-08
2534	006B	0518534012	2018-05-01	17.58	0	2018-06-07
2534	006B	0119534012	2019-01-01	8144.44	0	2019-02-11
2534	006B	0219534012	2019-02-01	11222.7	0	2019-03-01
2534	006B	0319534012	2019-03-01	15184.18	0	2019-04-11
2552	001A	0319552001	2019-03-01	19912.14	0	2019-04-09
2552	001B	0219552002	2019-02-01	12627.54	0	2019-03-01
2552	001B	0319552002	2019-03-01	12149.77	0	2019-04-09
2552	002A	0319552004	2019-03-01	19912.14	0	2019-04-09
2552	PH0C	0918552009	2018-09-01	1555.48	0	2018-10-05
2552	PH0C	1018552009	2018-10-01	2337.45	0	2018-11-05
2552	PH0C	1118552009	2018-11-01	2596.58	0	2018-12-05
2552	PH0C	1218552009	2018-12-01	4690.3	0	2018-12-19
2552	PH0C	0119552009	2019-01-01	22784.3	0	2019-02-07
2552	PH0C	0219552009	2019-02-01	36356.21	0	2019-03-01
2552	PH0C	0319552009	2019-03-01	39742.58	0	2019-04-09
2554	0011	0119554001	2019-01-01	15637.15	2665.14	2019-02-21
2554	0011	0219554001	2019-02-01	19244.4	0	2019-03-20
2554	0011	0319554001	2019-03-01	31552.25	0	2019-04-16
2554	0012	0319554002	2019-03-01	31552.25	0	2019-04-16
2554	0022	0119554013	2019-01-01	15769.82	155.24	2019-02-21
2554	0022	0219554013	2019-02-01	19244.4	0	2019-03-20
2554	0022	0319554013	2019-03-01	31552.25	0	2019-04-16
2554	0023	0219554014	2019-02-01	19244.4	0	2019-03-20
2554	0023	0319554014	2019-03-01	31552.25	0	2019-04-16
2554	0024	0119554015	2019-01-01	15637.15	15000	2019-02-21
2554	0024	0219554015	2019-02-01	19244.4	0	2019-03-20
2554	0024	0319554015	2019-03-01	31552.25	0	2019-04-16
2554	0031	0319554016	2019-03-01	31552.25	0.01	2019-04-16
2554	0034	0319554019	2019-03-01	31552.25	0	2019-04-16
2554	0041	0219554020	2019-02-01	19244.4	0	2019-03-20
2554	0041	0319554020	2019-03-01	31552.25	0	2019-04-16
2554	0053	0319554026	2019-03-01	31552.25	0	2019-04-16
2554	0054	0119554027	2019-01-01	15637.15	0	2019-02-21
2554	0054	0219554027	2019-02-01	19244.4	0	2019-03-20
2554	0054	0319554027	2019-03-01	31552.25	0	2019-04-16
2554	0062	0219554029	2019-02-01	19244.4	0	2019-03-20
2554	0062	0319554029	2019-03-01	31552.25	0	2019-04-16
2554	0063	0319554030	2019-03-01	31552.25	0	2019-04-16
2554	0064	0319554031	2019-03-01	31552.25	0	2019-04-16
2554	0071	0219554032	2019-02-01	19244.4	0	2019-03-20
2554	0071	0319554032	2019-03-01	31552.25	0	2019-04-16
2554	0072	0319554033	2019-03-01	31552.25	6405.97	2019-04-16
2554	0073	1118554034	2018-11-01	3012.15	0	2018-12-05
2554	0073	1115554034	2015-11-01	0.09	0.06	2015-11-30
2554	0073	1215554034	2015-12-01	0.01	0	2015-12-15
2554	0073	0116554034	2016-01-01	0.03	0	2016-02-02
2554	0073	0216554034	2016-02-01	0.08	0	2016-03-01
2554	0073	0316554034	2016-03-01	0.04	0	2016-04-05
2554	0073	0416554034	2016-04-01	0.08	0	2016-05-13
2554	0073	0516554034	2016-05-01	0.06	0	2016-06-02
2554	0073	0616554034	2016-06-01	0.07	0	2016-07-07
2554	0073	0716554034	2016-07-01	0.07	0	2016-08-04
2554	0073	0816554034	2016-08-01	0.15	0	2016-09-06
2554	0073	0916554034	2016-09-01	0.07	0	2016-10-06
2554	0073	1016554034	2016-10-01	0.14	0	2016-11-10
2554	0073	1116554034	2016-11-01	0.25	0	2016-12-09
2554	0073	1216554034	2016-12-01	0.08	0	2016-12-15
2554	0073	0117554034	2017-01-01	0.12	0	2017-02-08
2554	0073	0217554034	2017-02-01	0.15	0	2017-03-02
2554	0073	0317554034	2017-03-01	0.27	0	2017-03-30
2554	0073	0417554034	2017-04-01	0.25	0	2017-04-27
2554	0073	0517554034	2017-05-01	0.33	0	2017-06-05
2554	0073	0617554034	2017-06-01	0.23	0	2017-07-07
2554	0073	0717554034	2017-07-01	0.2	0	2017-08-04
2554	0073	0817554034	2017-08-01	0.5	0	2017-09-06
2554	0073	0917554034	2017-09-01	1.31	0	2017-10-04
2554	0073	1017554034	2017-10-01	1.37	0	2017-11-03
2554	0073	1117554034	2017-11-01	0.52	0	2017-12-07
2554	0073	1217554034	2017-12-01	1.22	0	2017-12-14
2554	0073	0118554034	2018-01-01	1.89	0	2018-02-07
2554	0073	0218554034	2018-02-01	2.22	0	2018-03-07
2554	0073	0318554034	2018-03-01	5.8	0	2018-04-10
2554	0073	0418554034	2018-04-01	2.05	0	2018-05-08
2554	0073	0518554034	2018-05-01	6.04	0	2018-06-01
2554	0073	0618554034	2018-06-01	14.34	0	2018-07-03
2554	0073	0718554034	2018-07-01	47.51	0	2018-08-10
2554	0073	0818554034	2018-08-01	110.57	0	2018-09-05
2554	0073	0918554034	2018-09-01	321.37	0	2018-10-05
2554	0073	1018554034	2018-10-01	4038.72	0	2018-11-01
2554	0073	1218554034	2018-12-01	2044.28	0	2018-12-19
2554	0073	0119554034	2019-01-01	15778.44	0	2019-02-21
2554	0073	0219554034	2019-02-01	19620.25	0	2019-03-20
2554	0073	0319554034	2019-03-01	32216.77	0	2019-04-16
2554	0081	0319554036	2019-03-01	31552.25	0	2019-04-16
2554	0082	0219554037	2019-02-01	19244.4	19244.1	2019-03-20
2554	0082	0319554037	2019-03-01	31552.25	0	2019-04-16
2554	0083	1118554038	2018-11-01	2944	3.91	2018-12-05
2554	0083	1218554038	2018-12-01	1931.97	0	2018-12-19
2554	0083	0119554038	2019-01-01	15637.15	0	2019-02-21
2554	0083	0219554038	2019-02-01	19552.03	0	2019-03-20
2554	0083	0319554038	2019-03-01	32148.55	0	2019-04-16
2554	ESCB	1118554040	2018-11-01	11080.11	0	2018-12-05
2554	ESCB	0918554040	2018-09-01	1182.15	0	2018-10-05
2554	ESCB	0614554040	2014-06-01	0.04	0	2014-06-30
2554	ESCB	0714554040	2014-07-01	0.05	0	2014-08-04
2554	ESCB	0814554040	2014-08-01	0.06	0	2014-09-02
2554	ESCB	0914554040	2014-09-01	0.07	0	2014-10-01
2554	ESCB	1014554040	2014-10-01	0.14	0	2014-11-04
2554	ESCB	1114554040	2014-11-01	0.09	0	2014-11-28
2554	ESCB	1214554040	2014-12-01	0.04	0	2015-01-16
2554	ESCB	0115554040	2015-01-01	0.13	0	2015-02-05
2554	ESCB	0215554040	2015-02-01	0.04	0	2015-03-06
2554	ESCB	0315554040	2015-03-01	0.08	0	2015-03-30
2554	ESCB	0415554040	2015-04-01	0.1	0	2015-05-06
2554	ESCB	0515554040	2015-05-01	0.09	0	2015-06-03
2554	ESCB	0615554040	2015-06-01	0.48	0	2015-07-07
2554	ESCB	0715554040	2015-07-01	0.19	0	2015-08-03
2554	ESCB	0815554040	2015-08-01	0.07	0	2015-09-01
2554	ESCB	0915554040	2015-09-01	0.06	0	2015-10-02
2554	ESCB	1015554040	2015-10-01	0.11	0	2015-11-09
2554	ESCB	1115554040	2015-11-01	0.34	0	2015-11-30
2554	ESCB	1215554040	2015-12-01	0.07	0	2015-12-15
2554	ESCB	0116554040	2016-01-01	0.15	0	2016-02-02
2554	ESCB	0216554040	2016-02-01	0.31	0	2016-03-01
2554	ESCB	0316554040	2016-03-01	0.19	0	2016-04-05
2554	ESCB	0416554040	2016-04-01	0.32	0	2016-05-13
2554	ESCB	0516554040	2016-05-01	0.24	0	2016-06-02
2554	ESCB	0616554040	2016-06-01	0.28	0	2016-07-07
2554	ESCB	0716554040	2016-07-01	0.29	0	2016-08-04
2554	ESCB	0816554040	2016-08-01	0.57	0	2016-09-06
2554	ESCB	0916554040	2016-09-01	0.27	0	2016-10-06
2554	ESCB	1016554040	2016-10-01	0.53	0	2016-11-10
2554	ESCB	1116554040	2016-11-01	0.95	0	2016-12-09
2554	ESCB	1216554040	2016-12-01	0.31	0	2016-12-15
2554	ESCB	0117554040	2017-01-01	0.46	0	2017-02-08
2554	ESCB	0217554040	2017-02-01	0.59	0	2017-03-02
2554	ESCB	0317554040	2017-03-01	1.03	0	2017-03-30
2554	ESCB	0417554040	2017-04-01	0.94	0	2017-04-27
2554	ESCB	0517554040	2017-05-01	1.25	0	2017-06-05
2554	ESCB	0617554040	2017-06-01	0.86	0	2017-07-07
2554	ESCB	0717554040	2017-07-01	0.77	0	2017-08-04
2554	ESCB	0817554040	2017-08-01	1.88	0	2017-09-06
2554	ESCB	0917554040	2017-09-01	4.85	0	2017-10-04
2554	ESCB	1017554040	2017-10-01	5.06	0	2017-11-03
2554	ESCB	1117554040	2017-11-01	1.95	0	2017-12-07
2554	ESCB	1217554040	2017-12-01	4.52	0	2017-12-14
2554	ESCB	0118554040	2018-01-01	6.99	0	2018-02-07
2554	ESCB	0218554040	2018-02-01	8.19	0	2018-03-07
2554	ESCB	0318554040	2018-03-01	21.36	0	2018-04-10
2554	ESCB	0418554040	2018-04-01	7.56	0	2018-05-08
2554	ESCB	0518554040	2018-05-01	22.24	0	2018-06-01
2554	ESCB	0618554040	2018-06-01	52.79	0	2018-07-03
2554	ESCB	0718554040	2018-07-01	174.79	0	2018-08-10
2554	ESCB	0818554040	2018-08-01	406.77	0	2018-09-05
2554	ESCB	1018554040	2018-10-01	14856.31	0	2018-11-01
2554	ESCB	1218554040	2018-12-01	7519.87	0	2018-12-19
2554	ESCB	0119554040	2019-01-01	58040.78	0	2019-02-21
2554	ESCB	0219554040	2019-02-01	72172.63	0	2019-03-20
2554	ESCB	0319554040	2019-03-01	118508.74	0	2019-04-16
2554	ESDE	0219554041	2019-02-01	32696.83	0	2019-03-20
2554	ESDE	0319554041	2019-03-01	53608.29	0	2019-04-16
2554	LOC3	1118554043	2018-11-01	7300.7	0	2018-12-05
2554	LOC3	0918554043	2018-09-01	789.72	0	2018-10-05
2554	LOC3	1018554043	2018-10-01	9996.46	0	2018-11-01
2554	LOC3	1218554043	2018-12-01	5062.36	0	2018-12-19
2554	LOC3	0119554043	2019-01-01	39121.46	0	2019-02-21
2554	LOC3	0219554043	2019-02-01	48648.6	0	2019-03-20
2554	LOC3	0319554043	2019-03-01	79886.49	0	2019-04-16
2554	LOC4	1118554051	2018-11-01	12049.29	0	2018-12-05
2554	LOC4	0918554051	2018-09-01	1303.4	0	2018-10-05
2554	LOC4	1018554051	2018-10-01	16498.34	0	2018-11-01
2554	LOC4	1218554051	2018-12-01	8354.99	0	2018-12-19
2554	LOC4	0119554051	2019-01-01	64566.89	0	2019-02-21
2554	LOC4	0219554051	2019-02-01	80290.66	0	2019-03-20
2554	LOC4	0319554051	2019-03-01	131846.34	0	2019-04-16
2554	OF02	1218554045	2018-12-01	2152.92	0	2018-12-19
2554	OF02	0119554045	2019-01-01	17425.62	0	2019-02-21
2554	OF02	0219554045	2019-02-01	21445.4	0	2019-03-20
2554	OF02	0319554045	2019-03-01	35776.32	0	2019-04-16
2554	OF03	1218554046	2018-12-01	2152.92	0	2018-12-19
2554	OF03	0119554046	2019-01-01	17425.62	0	2019-02-21
2554	OF03	0219554046	2019-02-01	21445.4	0	2019-03-20
2554	OF03	0319554046	2019-03-01	35776.32	0	2019-04-16
2554	OF04	0319554047	2019-03-01	39186.31	0	2019-04-16
2554	PH01	0319554048	2019-03-01	55302.14	0	2019-04-16
2554	PH02	0319554049	2019-03-01	55302.14	0.4	2019-04-16
2555	0012	0319555002	2019-03-01	192064.67	0	2019-04-23
2555	0021	0119555003	2019-01-01	84284.6	0	2019-02-25
2555	0021	0219555003	2019-02-01	143064.92	0	2019-03-18
2555	0021	0319555003	2019-03-01	192064.67	0	2019-04-23
2555	0032	1218555006	2018-12-01	46862.2	0	2019-02-05
2555	0032	0119555006	2019-01-01	84289.69	0	2019-02-25
2555	0032	0219555006	2019-02-01	145444.19	0	2019-03-18
2555	0032	0319555006	2019-03-01	196154.41	0	2019-04-23
2555	0042	1018555008	2018-10-01	7786.48	0	2018-11-20
2555	0042	1118555008	2018-11-01	14426.53	0	2018-12-10
2555	0042	1218555008	2018-12-01	46426.7	0	2019-02-05
2555	0042	0119555008	2019-01-01	84187.37	0	2019-02-25
2555	0042	0219555008	2019-02-01	145341.88	0	2019-03-18
2555	0042	0319555008	2019-03-01	196487.6	0	2019-04-23
2562	A011	0319562040	2019-03-01	22056.15	0	2019-04-12
2562	A012	0319562044	2019-03-01	13731.85	0	2019-04-12
2562	A014	0219562041	2019-02-01	13737.98	13737.37	2019-03-13
2562	A014	0319562041	2019-03-01	22056.15	0	2019-04-12
2562	A018	0319562043	2019-03-01	22056.15	262.02	2019-04-12
2562	A021	0319562048	2019-03-01	22056.15	14056.15	2019-04-12
2562	A023	0319562057	2019-03-01	13919.58	13918.58	2019-04-12
2562	A024	0319562049	2019-03-01	22056.15	0	2019-04-12
2562	A026	1118562058	2018-11-01	1118.65	0	2018-12-03
2562	A026	1218562058	2018-12-01	1046.81	0	2018-12-29
2562	A026	0119562058	2019-01-01	12804.94	0	2019-02-08
2562	A026	0219562058	2019-02-01	8899.6	0	2019-03-13
2562	A026	0319562058	2019-03-01	14279.24	0	2019-04-12
2562	A026	1018562058	2018-10-01	375.32	0	2018-11-02
2562	A027	1218562059	2018-12-01	1046.81	0	2018-12-29
2562	A027	0119562059	2019-01-01	12766.83	12000	2019-02-08
2562	A027	0219562059	2019-02-01	8669.99	0	2019-03-13
2562	A027	0319562059	2019-03-01	14076.83	0	2019-04-12
2562	A028	0319562051	2019-03-01	22056.15	0	2019-04-12
2562	A034	1118562053	2018-11-01	1772.53	0	2018-12-03
2562	A034	1218562053	2018-12-01	1658.71	0	2018-12-29
2562	A034	0119562053	2019-01-01	20229.63	0	2019-02-08
2562	A034	0219562053	2019-02-01	14092.89	0	2019-03-13
2562	A034	0319562053	2019-03-01	22617.13	0	2019-04-12
2562	A035	0319562054	2019-03-01	22056.15	0	2019-04-12
2562	A036	0319562062	2019-03-01	13919.58	0.69	2019-04-12
2562	A037	0319562063	2019-03-01	13919.58	0.01	2019-04-12
2562	A038	0119562055	2019-01-01	20229.63	0	2019-02-08
2562	A038	0219562055	2019-02-01	13737.98	0	2019-03-13
2562	A038	0319562055	2019-03-01	22056.15	0	2019-04-12
2562	A042	0319562065	2019-03-01	13731.85	0.72	2019-04-12
2562	A044	0319562067	2019-03-01	22056.15	0	2019-04-12
2562	A045	1218562068	2018-12-01	1658.71	0	2018-12-29
2562	A045	0119562068	2019-01-01	20229.63	0	2019-02-08
2562	A045	0219562068	2019-02-01	14092.89	0	2019-03-13
2562	A045	0319562068	2019-03-01	22617.13	0	2019-04-12
2562	A045	1118562068	2018-11-01	1772.53	0	2018-12-03
2562	A048	0319562071	2019-03-01	22056.15	1111.14	2019-04-12
2562	A051	0319562072	2019-03-01	22056.15	0	2019-04-12
2562	A057	0319562078	2019-03-01	13919.58	98.68	2019-04-12
2562	A058	0119562079	2019-01-01	20229.63	0	2019-02-08
2562	A058	0219562079	2019-02-01	13737.98	0	2019-03-13
2562	A058	0319562079	2019-03-01	22056.15	0	2019-04-12
2562	A061	0918562080	2018-09-01	499.13	0	2018-10-04
2562	A061	1018562080	2018-10-01	594.74	0	2018-11-02
2562	A061	1218562080	2018-12-01	1701.7	0	2018-12-29
2562	A061	0119562080	2019-01-01	20297.5	0	2019-02-08
2562	A061	0219562080	2019-02-01	14109.3	0	2019-03-13
2562	A061	0319562080	2019-03-01	22633.54	0	2019-04-12
2562	A061	1118562080	2018-11-01	1772.53	0	2018-12-03
2562	A063	0319562082	2019-03-01	13919.58	0	2019-04-12
2562	A064	0319562083	2019-03-01	22056.15	1593.02	2019-04-12
2562	A067	0119562086	2019-01-01	12804.94	0	2019-02-08
2562	A067	0219562086	2019-02-01	8669.99	0	2019-03-13
2562	A067	0319562086	2019-03-01	13919.58	0	2019-04-12
2562	A071	0319562088	2019-03-01	22056.15	0	2019-04-12
2562	A074	0219562091	2019-02-01	14109.3	129.08	2019-03-13
2562	A074	0319562091	2019-03-01	22056.15	0	2019-04-12
2562	A076	0319562093	2019-03-01	13919.58	0	2019-04-12
